Bnum,Object_ID
b1097,EG11494
b3511,EG11495
b0236,EG11496
b3259,EG11497
b3262,EG11498
b3184,EG11499
b1099,EG11500
b4117,EG11501
b0196,EG11502
b0195,EG11503
b0197,EG11504
b1842,EG11505
b3178,EG11506
b3179,EG11507
b1480,EG11508
b0012,EG11509
b2501,EG11510
b0009,EG11511
b0010,EG11512
b3214,EG11514
b3215,EG11515
b1188,EG11516
b3925,EG11517
b3481,EG11519
b3483,EG11520
b0699,EG11521
b0702,EG11522
b0704,EG11523
b0706,EG11524
b3484,EG11525
b1460,EG11526
b2193,EG11527
b1288,EG11528
b3933,EG11529
b1805,EG11530
b1661,EG11531
b2261,EG11532
b1205,EG11533
b3687,EG11534
b3686,EG11535
b3685,EG11536
b1067,EG11537
b2575,EG11538
b0171,EG11539
b1004,EG11540
b3747,EG11541
b0494,EG11542
b3997,EG11543
b3512,EG11544
b1083,EG11545
b0109,EG11546
b1652,EG11547
b1653,EG11548
b1127,EG11549
b2712,EG11551
b2713,EG11552
b3176,EG11553
b2669,EG11554
b0007,EG11555
b0008,EG11556
b0036,EG11557
b0037,EG11558
b0038,EG11559
b0039,EG11560
b0040,EG11561
b0041,EG11562
b0042,EG11563
b0043,EG11564
b0044,EG11565
b0045,EG11566
b0046,EG11568
b0054,EG11569
b0055,EG11570
b0065,EG11571
b0066,EG11572
b0067,EG11573
b0068,EG11574
b0071,EG11575
b0072,EG11576
b0073,EG11577
b3406,EG11578
b0798,EG11579
b0800,EG11580
b0801,EG11581
b0507,EG11583
b3994,EG11585
b3993,EG11586
b3992,EG11587
b3991,EG11589
b3990,EG11590
b0630,EG11591
b0631,EG11592
b0629,EG11594
b0781,EG11595
b0782,EG11596
b0784,EG11597
b0785,EG11598
b1532,EG11599
b2521,EG11600
b2522,EG11601
b3053,EG11602
b3054,EG11603
b4473,EG11604
b3284,EG11605
b1250,EG11606
b1251,EG11607
b1249,EG11608
b2369,EG11609
b2370,EG11610
b1239,EG11611
b4111,EG11612
b4114,EG11613
b4112,EG11614
b4113,EG11615
b4148,EG11616
b2078,EG11617
b2079,EG11618
b1114,EG11619
b1286,EG11620
b0199,EG11621
b0449,EG11622
b2797,EG11623
b0864,EG11624
b0863,EG11625
b0862,EG11626
b0861,EG11627
b0860,EG11628
b0854,EG11629
b0855,EG11630
b0856,EG11631
b0857,EG11632
b1548,EG11634
b0560,EG11635
b1528,EG11636
b1529,EG11637
b1533,EG11639
b1534,EG11640
b1535,EG11643
b1536,EG11644
b1537,EG11645
b2166,EG11646
b0185,EG11647
b0207,EG11648
b0208,EG11649
b0209,EG11650
b0210,EG11651
b3235,EG11652
b3807,EG11653
b1939,EG11654
b1940,EG11656
b0495,EG11657
b1616,EG11658
b1928,EG11659
b1929,EG11660
b1930,EG11661
b1931,EG11662
b3349,EG11663
b3348,EG11664
b3057,EG11665
b0783,EG11666
b2219,EG11667
b2220,EG11668
b2221,EG11669
b2222,EG11670
b2223,EG11671
b2224,EG11672
b3058,EG11673
b3059,EG11674
b0134,EG11675
b3932,EG11676
b0760,EG11677
b0135,EG11678
b2836,EG11679
b3201,EG11680
b3203,EG11681
b3204,EG11682
b3646,EG11683
b3655,EG11684
b3656,EG11685
b3657,EG11686
b3659,EG11687
b3660,EG11688
b3662,EG11689
b3663,EG11690
b3664,EG11691
b3665,EG11692
b3673,EG11693
b3674,EG11694
b3675,EG11695
b3676,EG11696
b3677,EG11697
b0756,EG11698
b0755,EG11699
b0751,EG11700
b2066,EG11701
b3996,EG11702
b0463,EG11703
b0462,EG11704
b3678,EG11705
b3679,EG11706
b3680,EG11707
b3681,EG11708
b3682,EG11709
b3683,EG11710
b3684,EG11711
b3688,EG11712
b3689,EG11713
b3690,EG11714
b3696,EG11719
b3710,EG11720
b3711,EG11721
b3712,EG11722
b3713,EG11723
b3714,EG11724
b3715,EG11725
b3716,EG11726
b3717,EG11727
b3718,EG11728
b3719,EG11729
b3745,EG11730
b3746,EG11731
b3754,EG11732
b3755,EG11733
b1020,EG11734
b1019,EG11735
b0200,EG11736
b0198,EG11737
b3995,EG11738
b0569,EG11739
b0568,EG11740
b3264,EG11741
b1496,EG11742
b1495,EG11743
b1494,EG11744
b0133,EG11746
b0131,EG11747
b0132,EG11748
b0130,EG11749
b3411,EG11750
b1896,EG11751
b1897,EG11752
b1216,EG11753
b0070,EG11754
b4168,EG11757
b4167,EG11758
b1271,EG11759
b1457,EG11760
b1461,EG11761
b3592,EG11762
b3596,EG11763
b3597,EG11764
b3598,EG11765
b3595,EG11766
b3485,EG11767
b0503,EG11768
b0498,EG11769
b0500,EG11770
b2277,EG11773
b2284,EG11774
b0685,EG11775
b0686,EG11776
b0690,EG11777
b0691,EG11778
b2960,EG11779
b1510,EG11780
b4070,EG11781
b2620,EG11782
b2622,EG11783
b2579,EG11784
b2577,EG11785
b2581,EG11786
b2053,EG11787
b2052,EG11788
b2051,EG11789
b2050,EG11790
b2934,EG11791
b2933,EG11792
b2807,EG11793
b2806,EG11794
b2808,EG11795
b4386,EG11796
b2464,EG11797
b0106,EG11798
b2996,EG11799
b2995,EG11800
b2994,EG11801
b2993,EG11802
b2992,EG11803
b2991,EG11804
b2990,EG11805
b1846,EG11806
b1847,EG11807
b1848,EG11808
b1849,EG11809
b2903,EG11810
b4187,EG11811
b4186,EG11812
b0997,EG11814
b0996,EG11815
b2746,EG11816
b2744,EG11817
b1232,EG11819
b1056,EG11820
b0451,EG11821
b1301,EG11822
b2435,EG11823
b3009,EG11824
b1464,EG11825
b0981,EG11826
b4090,EG11827
b3856,EG11828
b3857,EG11829
b3858,EG11830
b3859,EG11831
b3861,EG11832
b3862,EG11833
b3866,EG11835
b3867,EG11836
b3871,EG11837
b3872,EG11838
b3873,EG11839
b3874,EG11840
b3876,EG11841
b3877,EG11842
b3878,EG11843
b3879,EG11844
b3880,EG11845
b3881,EG11846
b3882,EG11847
b3883,EG11848
b3884,EG11849
b3885,EG11850
b3886,EG11851
b3887,EG11852
b3888,EG11853
b3889,EG11854
b3890,EG11855
b3892,EG11856
b3893,EG11857
b3894,EG11858
b3895,EG11859
b3896,EG11860
b3897,EG11861
b3898,EG11862
b3899,EG11863
b3900,EG11864
b3901,EG11865
b3902,EG11866
b3903,EG11867
b3904,EG11868
b3909,EG11869
b3910,EG11870
b3385,EG11871
b3915,EG11873
b3920,EG11874
b3921,EG11875
b3922,EG11876
b3923,EG11877
b3928,EG11878
b3929,EG11879
b3930,EG11880
b3931,EG11881
b3937,EG11882
b1429,EG11883
b1430,EG11884
b1048,EG11885
b1049,EG11886
b2582,EG11887
b3606,EG11888
b3507,EG11889
b3506,EG11890
b2008,EG11891
b2009,EG11892
b2010,EG11893
b2012,EG11894
b2013,EG11895
b2014,EG11896
b2573,EG11897
b1349,EG11899
b1348,EG11900
b1347,EG11901
b3943,EG11902
b3944,EG11903
b3945,EG11904
b3946,EG11905
b3947,EG11906
b3949,EG11908
b3950,EG11909
b3951,EG11910
b3952,EG11911
b3953,EG11912
b3954,EG11913
b3955,EG11914
b3998,EG11915
b3999,EG11916
b4001,EG11917
b4002,EG11918
b4020,EG11919
b4021,EG11920
b4022,EG11921
b4023,EG11922
b4026,EG11923
b4027,EG11924
b4028,EG11925
b4029,EG11926
b4038,EG11927
b4045,EG11928
b4046,EG11929
b4047,EG11930
b4048,EG11931
b4049,EG11932
b4050,EG11933
b4055,EG11934
b4056,EG11935
b4057,EG11936
b4060,EG11937
b4061,EG11938
b4064,EG11939
b4065,EG11940
b4066,EG11941
b4067,EG11942
b4068,EG11943
b4071,EG11945
b4072,EG11946
b4073,EG11947
b4074,EG11948
b4075,EG11949
b4076,EG11950
b4078,EG11951
b4080,EG11952
b4081,EG11953
b4082,EG11954
b4083,EG11955
b4084,EG11956
b4085,EG11957
b4086,EG11958
b4087,EG11959
b3603,EG11961
b3604,EG11962
b3605,EG11963
b3602,EG11964
b3601,EG11965
b4116,EG11966
b1082,EG11967
b3292,EG11969
b3293,EG11970
b2393,EG11971
b0139,EG11972
b0140,EG11973
b4315,EG11974
b1948,EG11975
b1949,EG11976
b1950,EG11977
b2039,EG11978
b2038,EG11979
b2037,EG11980
b2036,EG11981
b2035,EG11982
b2034,EG11983
b2033,EG11984
b2032,EG11985
b2031,EG11986
b2108,EG11987
b2109,EG11988
b2110,EG11989
b2111,EG11990
b2112,EG11991
b2115,EG11992
b2118,EG11995
b2119,EG11998
b2120,EG11999
b2121,EG12002
b2122,EG12003
b2123,EG12004
b2124,EG12005
b2125,EG12006
b2126,EG12007
b2127,EG12008
b2128,EG12009
b2129,EG12010
b2130,EG12011
b2131,EG12012
b2132,EG12013
b2134,EG12015
b2135,EG12016
b2136,EG12017
b2137,EG12019
b2138,EG12020
b2139,EG12021
b2140,EG12022
b2141,EG12023
b2142,EG12024
b2144,EG12025
b2154,EG12026
b2158,EG12027
b2160,EG12028
b2161,EG12029
b2162,EG12030
b2163,EG12031
b2164,EG12032
b2165,EG12033
b2170,EG12034
b2171,EG12035
b2172,EG12036
b2177,EG12037
b2178,EG12038
b2179,EG12040
b2180,EG12041
b2181,EG12042
b2187,EG12043
b2183,EG12044
b2184,EG12045
b2186,EG12048
b2188,EG12049
b2190,EG12051
b2194,EG12052
b2195,EG12053
b2196,EG12054
b2197,EG12055
b2199,EG12057
b2200,EG12058
b2201,EG12059
b2202,EG12060
b2203,EG12061
b2204,EG12062
b2205,EG12064
b2206,EG12067
b2208,EG12068
b2210,EG12069
b2211,EG12070
b2214,EG12073
b3476,EG12075
b3477,EG12076
b3478,EG12077
b3479,EG12078
b3480,EG12079
b2698,EG12080
b2826,EG12081
b2288,EG12082
b2287,EG12083
b2286,EG12084
b2285,EG12086
b2283,EG12087
b2282,EG12088
b2281,EG12089
b2280,EG12090
b2279,EG12091
b2278,EG12092
b2276,EG12093
b0069,EG12094
b3175,EG12095
b4225,EG12096
b2593,EG12097
b2594,EG12098
b4147,EG12099
b2465,EG12100
b3408,EG12101
b3409,EG12102
b1416,EG12103
b2173,EG12104
b2157,EG12105
b0107,EG12106
b0108,EG12107
b2709,EG12108
b1414,EG12110
b2742,EG12111
b2624,EG12112
b3391,EG12113
b4375,EG12114
b4374,EG12115
b0464,EG12116
b0814,EG12117
b1233,EG12119
b1234,EG12120
b1235,EG12121
b2944,EG12122
b2289,EG12123
b2309,EG12124
b2308,EG12125
b4240,EG12127
b2828,EG12128
b2497,EG12129
b2526,EG12130
b2527,EG12131
b2528,EG12132
b2426,EG12133
b0813,EG12134
b2077,EG12136
b0192,EG12137
b0193,EG12138
b2555,EG12139
b1659,EG12140
b1660,EG12141
b2796,EG12142
b2207,EG12143
b0688,EG12144
b3205,EG12146
b3206,EG12147
b2943,EG12148
b1992,EG12150
b1991,EG12151
b4268,EG12152
b1469,EG12153
b1353,EG12154
b1352,EG12155
b0393,EG12158
b0391,EG12159
b0297,EG12161
b2090,EG12162
b3289,EG12163
b4395,EG12164
b0922,EG12165
b0920,EG12166
b0921,EG12167
b0401,EG12168
b2198,EG12169
b4380,EG12171
b1103,EG12172
b3334,EG12173
b4135,EG12176
b4137,EG12177
b4136,EG12178
b0623,EG12179
b0622,EG12180
b1654,EG12181
b0434,EG12182
b0433,EG12183
b2829,EG12188
b2436,EG12189
b2437,EG12190
b0450,EG12191
b2615,EG12192
b1000,EG12193
b0999,EG12194
b0998,EG12195
b1001,EG12196
b0687,EG12197
b1733,EG12198
b2069,EG12200
b2671,EG12201
b4241,EG12202
b1557,EG12203
b1823,EG12204
b1558,EG12205
b1822,EG12207
b0625,EG12208
b0624,EG12209
b3620,EG12210
b3459,EG12211
b3466,EG12212
b3467,EG12213
b3468,EG12214
b3469,EG12215
b3470,EG12216
b3471,EG12217
b3473,EG12219
b3474,EG12220
b3475,EG12221
b3486,EG12223
b3487,EG12224
b3488,EG12225
b3489,EG12226
b3490,EG12227
b3491,EG12228
b3492,EG12229
b3493,EG12230
b3494,EG12231
b3496,EG12232
b3497,EG12233
b3499,EG12234
b3501,EG12235
b3502,EG12236
b3503,EG12237
b3504,EG12238
b3513,EG12240
b3514,EG12241
b3515,EG12242
b3516,EG12243
b3518,EG12244
b3519,EG12245
b3520,EG12246
b3521,EG12247
b3522,EG12248
b3523,EG12249
b3524,EG12251
b3525,EG12252
b3526,EG12253
b3527,EG12254
b3529,EG12256
b3530,EG12257
b3531,EG12258
b3532,EG12259
b3533,EG12260
b3534,EG12261
b3535,EG12262
b3536,EG12263
b3537,EG12264
b3538,EG12265
b3539,EG12266
b3546,EG12267
b3547,EG12268
b3548,EG12269
b3550,EG12270
b3552,EG12271
b3553,EG12272
b3554,EG12273
b3561,EG12274
b3567,EG12275
b3568,EG12276
b3573,EG12277
b3574,EG12278
b3575,EG12279
b3576,EG12280
b3577,EG12281
b3578,EG12282
b3579,EG12283
b3580,EG12284
b3581,EG12285
b3582,EG12286
b3583,EG12287
b3584,EG12288
b3585,EG12289
b3586,EG12290
b3587,EG12291
b3588,EG12292
b3589,EG12293
b3610,EG12294
b3611,EG12295
b3612,EG12296
b3613,EG12297
b3614,EG12298
b1013,EG12301
b1098,EG12302
b1100,EG12303
b1291,EG12304
b1290,EG12305
b2561,EG12308
b4403,EG12309
b2523,EG12310
b2524,EG12311
b0103,EG12312
b0102,EG12313
b0101,EG12314
b0117,EG12315
b0118,EG12316
b0123,EG12318
b0126,EG12319
b0127,EG12320
b0128,EG12321
b0129,EG12322
b2244,EG12323
b0136,EG12325
b0137,EG12326
b0138,EG12327
b0141,EG12328
b0148,EG12329
b0147,EG12330
b0155,EG12331
b0156,EG12332
b0157,EG12333
b0158,EG12334
b0162,EG12335
b0163,EG12336
b0164,EG12337
b0267,EG12338
b0266,EG12339
b0262,EG12340
b2572,EG12341
b4385,EG12342
b4391,EG12343
b1303,EG12344
b1539,EG12345
b1917,EG12347
b3775,EG12352
b0191,EG12354
b3422,EG12356
b1701,EG12357
b0933,EG12358
b0719,EG12359
b2236,EG12360
b2842,EG12361
b2265,EG12362
b3043,EG12363
b4271,EG12364
b3355,EG12365
b2946,EG12366
b0575,EG12367
b1859,EG12368
b1769,EG12369
b1140,EG12370
b3163,EG12371
b2798,EG12372
b2795,EG12373
b3362,EG12374
b0913,EG12375
b2410,EG12376
b1867,EG12378
b1868,EG12379
b3415,EG12380
b2676,EG12381
b0521,EG12384
b2216,EG12385
b2664,EG12386
b2660,EG12387
b0534,EG12388
b1705,EG12391
b1206,EG12392
b3063,EG12393
b1778,EG12394
b0735,EG12395
b2067,EG12396
b0944,EG12397
b1198,EG12399
b1663,EG12400
b2517,EG12401
b1217,EG12402
b1218,EG12403
b1219,EG12404
b1220,EG12405
b0796,EG12406
b0828,EG12407
b2468,EG12409
b2467,EG12410
b2040,EG12411
b2041,EG12412
b2094,EG12414
b2093,EG12415
b2092,EG12416
b2091,EG12417
b2096,EG12419
b0803,EG12421
b0802,EG12422
b0368,EG12423
b1212,EG12424
b0763,EG12427
b3782,EG12428
b0461,EG12429
b1299,EG12431
b1694,EG12432
b1269,EG12433
b3055,EG12434
b0176,EG12436
b2260,EG12437
b2263,EG12438
b4231,EG12439
b4233,EG12440
b4461,EG12442
b2959,EG12443
b1110,EG12444
b2578,EG12445
b2602,EG12446
b0567,EG12448
b2330,EG12449
b2711,EG12450
b0481,EG12454
b2835,EG12455
b4088,EG12458
b4115,EG12462
b4130,EG12469
b4156,EG12475
b4194,EG12494
b4195,EG12495
b4208,EG12504
b4227,EG12517
b4485,EG12518
b4230,EG12520
b3128,EG12522
b4242,EG12525
b4265,EG12539
b4279,EG12544
b4296,EG12548
b4302,EG12554
b4304,EG12556
b4305,EG12557
b4321,EG12563
b4337,EG12576
b4356,EG12587
b4359,EG12591
b4394,EG12600
b0119,EG12605
b1095,EG12606
b0035,EG12608
b0058,EG12609
b0056,EG12610
b0057,EG12611
b0995,EG12615
b0478,EG12623
b3555,EG12624
b3543,EG12625
b3542,EG12626
b3541,EG12627
b3540,EG12628
b3437,EG12629
b3438,EG12630
b4476,EG12631
b3034,EG12633
b2761,EG12634
b3028,EG12656
b3029,EG12657
b3026,EG12658
b0654,EG12661
b0653,EG12662
b0652,EG12663
b0524,EG12666
b1064,EG12688
b1050,EG12689
b0892,EG12690
b1280,EG12691
b0599,EG12692
b1813,EG12693
b3060,EG12694
b2895,EG12697
b0901,EG12702
b1003,EG12703
b2956,EG12704
b2958,EG12705
b2749,EG12707
b0527,EG12708
b1958,EG12709
b1962,EG12710
b2687,EG12712
b1473,EG12713
b0173,EG12715
b3068,EG12717
b3078,EG12720
b3089,EG12732
b3091,EG12734
b3093,EG12738
b3094,EG12739
b3110,EG12754
b3127,EG12760
b3135,EG12766
b3137,EG12768
b3138,EG12769
b3139,EG12770
b3149,EG12780
b3180,EG12794
b3193,EG12799
b3194,EG12800
b3195,EG12801
b3196,EG12802
b0466,EG12830
b3268,EG12834
b3269,EG12835
b3270,EG12836
b3271,EG12837
b0850,EG12842
b0468,EG12843
b2017,EG12844
b2754,EG12845
b2233,EG12850
b0643,EG12851
b1336,EG12853
b0742,EG12854
b0956,EG12855
b2586,EG12857
b1424,EG12859
b1853,EG12860
b1915,EG12861
b1426,EG12865
b1831,EG12866
b0376,EG12867
b1273,EG12868
b1322,EG12870
b0412,EG12874
b0772,EG12875
b0969,EG12876
b1154,EG12877
b2910,EG12878
b0528,EG12879
b2604,EG12880
b2238,EG12881
b2988,EG12882
b2987,EG12883
b3352,EG12903
b3370,EG12908
b3410,EG12933
b2388,EG12957
b1386,EG13139
b2406,EG13159
b2364,EG13161
b2775,EG13174
b0445,EG13217
b0731,EG13235
b0732,EG13236
b1993,EG13238
b0875,EG13270
b2367,EG13283
b3528,EG20044
b4477,EG20049
b3693,EG20051
b3691,EG20053
b2976,EG20080
b3608,EG20091
b0125,EG20098
b3350,EG20110
b2297,EG20173
b4323,EG20248
b4324,EG20249
b3566,EG20252
b3569,EG20253
b2675,EG20257
b3853,EG30008
b3276,EG30009
b0203,EG30010
b2397,EG30011
b2396,EG30012
b2691,EG30013
b0536,EG30014
b2694,EG30015
b2348,EG30016
b3796,EG30017
b2693,EG30018
b2692,EG30019
b1977,EG30020
b1986,EG30021
b1989,EG30022
b3760,EG30023
b0206,EG30024
b0216,EG30025
b0455,EG30027
b0670,EG30028
b0665,EG30029
b0668,EG30030
b0664,EG30031
b3969,EG30032
b3757,EG30033
b4008,EG30034
b2590,EG30035
b3978,EG30036
b2864,EG30037
b4163,EG30038
b1911,EG30039
b4164,EG30040
b4165,EG30041
b3797,EG30042
b3852,EG30043
b3277,EG30044
b0202,EG30045
b3069,EG30046
b4369,EG30047
b4370,EG30048
b3798,EG30049
b3174,EG30050
b4368,EG30051
b0672,EG30052
b4270,EG30053
b1909,EG30054
b0743,EG30055
b2404,EG30056
b0745,EG30057
b0673,EG30058
b0666,EG30059
b2816,EG30060
b3171,EG30061
b2814,EG30062
b4439,EG30063
b4134,EG30064
b2967,EG30065
b3545,EG30066
b2189,EG30067
b3799,EG30068
b3123,EG30069
b3855,EG30070
b3971,EG30071
b3759,EG30072
b3274,EG30073
b4010,EG30074
b2588,EG30075
b0205,EG30076
b3854,EG30077
b3970,EG30078
b3758,EG30079
b3275,EG30080
b4009,EG30081
b2589,EG30082
b0204,EG30083
b3851,EG30084
b3968,EG30085
b3756,EG30086
b3278,EG30087
b4007,EG30088
b2591,EG30089
b0201,EG30090
b3272,EG30091
b3658,EG30092
b0971,EG30093
b1975,EG30094
b2695,EG30095
b0883,EG30096
b1032,EG30097
b3864,EG30098
b2911,EG30099
b2621,EG30100
b3979,EG30101
b3976,EG30102
b3273,EG30103
b0244,EG30104
b3761,EG30105
b1231,EG30106
b3977,EG30107
b1230,EG30108
b0744,EG30109
b2401,EG30110
b1665,EG30111
b1666,EG30112
b2402,EG30113
b2403,EG30114
b1574,EG31115
b4458,EG31116
b2815,EG31117
b3186,EG50001
b3185,EG50002
b1094,EG50003
b0953,EG50004
b0578,EG50005
b2441,EG50006
b2440,EG50007
b4236,EG50008
b3517,EG50009
b0356,EG50010
b3177,EG50011
b4616,G0-10201
,G0-10202
b4565,G0-10241
b4520,G0-10261
b4516,G0-10430
b4503,G0-10431
b4504,G0-10432
b4505,G0-10433
b4506,G0-10434
b4509,G0-10435
b4510,G0-10436
b4511,G0-10437
b4512,G0-10438
b4513,G0-10439
b4514,G0-10440
b4515,G0-10441
b4518,G0-10443
b4521,G0-10444
b4524,G0-10445
b4525,G0-10446
b4527,G0-10448
b4528,G0-10449
b4529,G0-10450
b4532,G0-10451
b4533,G0-10452
b4535,G0-10453
b4536,G0-10454
b4537,G0-10455
b4538,G0-10456
b4541,G0-10458
b4542,G0-10459
b4544,G0-10460
b4545,G0-10461
b4546,G0-10462
b4547,G0-10463
b4548,G0-10464
b4550,G0-10465
b4551,G0-10466
b4553,G0-10467
b4554,G0-10468
b4555,G0-10469
b4557,G0-10470
b4558,G0-10471
b4559,G0-10472
b4566,G0-10473
b4567,G0-10474
b4568,G0-10475
b1017,G0-10495
b4502,G0-10511
b4522,G0-10512
b4523,G0-10513
b4562,G0-10515
,G0-10525
,G0-10528
,G0-10529
,G0-10530
,G0-10531
,G0-10535
,G0-10536
,G0-10537
,G0-10538
,G0-10539
,G0-10540
,G0-10541
,G0-10542
,G0-10543
,G0-10544
,G0-10545
,G0-10546
b0322,G0-10550
b4507,G0-10554
b4508,G0-10555
b4519,G0-10556
b4531,G0-10557
b4530,G0-10558
b4534,G0-10559
b4540,G0-10560
b4543,G0-10561
b4549,G0-10562
b4552,G0-10563
b4556,G0-10564
b4560,G0-10565
b4561,G0-10567
b4563,G0-10569
b4564,G0-10570
b4603,G0-10574
b4637,G0-10580
b4586,G0-10583
b4588,G0-10584
b4589,G0-10585
b4590,G0-10586
b4591,G0-10587
b4592,G0-10588
b4593,G0-10589
b4594,G0-10590
b4596,G0-10591
b4597,G0-10592
b4601,G0-10593
b4602,G0-10594
b4604,G0-10595
b4605,G0-10596
b4607,G0-10597
b4608,G0-10598
b4609,G0-10600
b4610,G0-10601
b4611,G0-10602
b4612,G0-10603
b4614,G0-10604
b4615,G0-10605
b4620,G0-10606
b4621,G0-10607
b4622,G0-10608
b4624,G0-10609
b4625,G0-10610
b4627,G0-10614
b4628,G0-10615
b4655,G0-10616
b4662,G0-10617
,G0-10624
b4666,G0-10629
b4664,G0-10630
b4665,G0-10631
b4668,G0-10632
b4667,G0-10633
b4687,G0-10634
b4669,G0-10641
b4670,G0-10642
b4678,G0-10643
b4677,G0-10644
b4673,G0-10645
b4674,G0-10646
b4680,G0-10647
b4675,G0-10648
b4676,G0-10649
b4683,G0-10650
b4685,G0-10651
b4679,G0-10652
b4663,G0-10653
b4671,G0-10654
b4682,G0-10655
b4684,G0-10656
b4686,G0-10657
b4698,G0-10671
b4699,G0-10677
b4631,G0-10682
,G0-10683
b4702,G0-10689
b4704,G0-10694
b4701,G0-10695
b4690,G0-10696
,G0-10697
,G0-10698
,G0-10699
,G0-10700
,G0-10701
,G0-10702
,G0-10703
,G0-10704
,G0-10705
,G0-10706
b4703,G0-10707
b4705,G0-10715
b4706,G0-10716
b4707,G0-10737
,G0-10738
b4712,G0-10751
b4713,G0-10752
b4714,G0-16600
,G0-16601
b4410,G0-41
b4467,G0-8601
b4408,G0-8785
,G0-8861
b4418,G0-8862
b4431,G0-8863
b4432,G0-8865
b4442,G0-8866
b4443,G0-8867
b4444,G0-8868
b4448,G0-8869
b4449,G0-8870
b4450,G0-8871
b4451,G0-8872
b4456,G0-8873
b4457,G0-8874
b4459,G0-8875
b4430,G0-8876
b4438,G0-8878
b4440,G0-8879
b4417,G0-8880
b4416,G0-8881
b4445,G0-8882
b4433,G0-8883
b4436,G0-8884
b4437,G0-8885
b4446,G0-8886
b4598,G0-8887
b4606,G0-8888
b4595,G0-8891
b4599,G0-8892
,G0-8893
,G0-8894
b4414,G0-8895
,G0-8896
,G0-8897
,G0-8898
b4426,G0-8899
,G0-8900
b4427,G0-8901
,G0-8902
,G0-8903
b4434,G0-8904
b4435,G0-8905
,G0-8906
,G0-8907
,G0-8908
b4441,G0-8910
,G0-8911
,G0-8912
b4447,G0-8913
b4452,G0-8914
b4453,G0-9041
b4454,G0-9042
b4526,G0-9081
b4539,G0-9121
,G0-9281
,G0-9381
b4585,G0-9382
,G0-9383
,G0-9384
,G0-9385
,G0-9387
b4691,G0-9388
b2320,G0-9461
b4487,G0-9541
b4409,G0-9561
b4411,G0-9562
b4412,G0-9563
b4413,G0-9581
b4415,G0-9582
b4419,G0-9602
b4420,G0-9603
b4421,G0-9605
b4422,G0-9606
b4423,G0-9607
b4424,G0-9608
b4425,G0-9609
b4428,G0-9610
b4429,G0-9611
b4455,G0-9613
b4501,G0-9621
b4517,G0-9662
b4577,G0-9941
b4617,G0-9961
b4618,G0-9962
b4613,G0-9981
b4407,G1
,G14
b0424,G198
b1292,G2000
b1293,G2001
b1294,G2002
,G26
b1072,G357
b1073,G358
b1074,G359
b3081,G36
b1075,G360
b1076,G361
b1077,G362
b1078,G363
b1079,G364
b1080,G365
b1081,G366
b1071,G369
b1879,G370
b4406,G372
b1941,G377
b1942,G378
b1943,G379
b3224,G436
b2901,G495
b0459,G58
b1380,G592
b0005,G6081
b0011,G6082
b0016,G6083
,G6084
b0021,G6085
b0022,G6086
b0024,G6087
b0034,G6088
,G6089
,G6090
,G6091
b0174,G6092
b0177,G6093
b0186,G6094
b0187,G6095
b0188,G6096
b0189,G6097
b0190,G6098
b0212,G6099
b0213,G6100
b0217,G6101
b0218,G6102
b0219,G6103
b0220,G6104
b0221,G6105
b0222,G6106
b0223,G6107
b0224,G6108
b0225,G6109
b0226,G6110
b0227,G6111
b0228,G6112
b0229,G6113
b0230,G6114
b0231,G6115
b0232,G6116
b0233,G6117
b0234,G6118
b0235,G6119
b0245,G6120
b0246,G6121
b0247,G6122
b0248,G6123
b0249,G6124
b0250,G6125
b0251,G6126
b0252,G6127
b0253,G6128
b0254,G6129
b0255,G6130
b0256,G6131
b0257,G6132
b0258,G6133
b0259,G6134
b0260,G6135
b0261,G6136
b0263,G6137
b0264,G6138
b0265,G6139
b0268,G6140
b0269,G6141
b0270,G6142
b0271,G6143
b0272,G6144
b0274,G6145
b0275,G6146
b0276,G6147
b0277,G6148
b0278,G6149
